route_long_name,route_type,route_text_color,agency_id,route_id,route_color,route_short_name
Glendene To Avondale College,3,,RTH,01559-20160803113210_v43.25,,015
Torbay To Mayoral Dr Express Via Crown Hill,3,,NZBNS,86605-20160729161628_v43.23,,866X
Westgate To Henderson Via Massey East,3,,RTH,09005-20160803113210_v43.25,,090
Albany Village To Newmarket,3,,NZBNS,89103-20160729161628_v43.23,,891X
Mangere Bridge Shops To Seventh Day Adventist Primary,3,,NZBWP,00253-20160803113210_v43.25,,002
Botany Town Centre To Maraetai,3,,HE,58904-20160729161628_v43.23,,589
Rakino Island To Auckland,4,,BFL,99111-20160729161628_v43.23,,RAK
City Centre To Henderson Via Glendene,3,,NZBGW,11502-20160803113210_v43.25,,115
Half Moon Bay To Botany Town Centre Via Gossamer Dr,3,,HE,56501-20160803113210_v43.25,,565
Pinehill To Westlake Schools,3,,NZBNS,03155-20160729161628_v43.23,,031
Kilkenny Dr To Britomart Via Botany Town Centre,3,,HE,50003-20160729161628_v43.23,,500
New Lynn To Henderson Via Glen Eden,3,,NZBGW,15404-20160729161628_v43.23,,154
Glendowie College To Ellerslie,3,,NZBML,07154-20160729161628_v43.23,,071
Papakura To Britomart Express Via East Tamaki Rd.,3,,NZBWP,47005-20160729161628_v43.23,,470X
Pakuranga To Sancta Maria College,3,,HE,08851-20160729161628_v43.23,,088
Civic Centre To Mangere Town Centre Via Onehunga,3,,NZBML,30502-20160729161628_v43.23,,305
Star Of The Sea School To Golflands Via Cockle Bay,3,,HE,32552-20160803113210_v43.25,,325
Henderson To Takapuna,3,,RTH,13004-20160729161628_v43.23,,130
City Centre To Blockhouse Bay,3,,UE,19506-20160729161628_v43.23,,195
Massey University To Glenfield,3,,RTH,56002-20160803113210_v43.25,,560
Takapuna Grammar To Devonport Via Cheltenham,3,,RTH,08352-20160729161628_v43.23,,083
Mt Albert Grammar To Downtown,3,,NZBML,01452-20160803113210_v43.25,,014
Brightside Rd To Orewa College,3,,BAYES,00755-20160803113210_v43.25,,007
Epsom Schools To Remuera,3,,NZBML,02852-20160803113210_v43.25,,028
Belmont Intermediate To Stanley Bay,3,,RTH,08152-20160803113210_v43.25,,081
Pahurehure To Britomart,3,,NZBWP,47101-20160729161628_v43.23,,471
Cockle Bay To Britomart Via Newmarket,3,,HE,55001-20160803113210_v43.25,,550
St Johns School To Albany,3,,NZBNS,06952-20160803113210_v43.25,,069
Britomart Train Station to Swanson Train Station,2,,AM,10208-20160729161628_v43.23,,WEST
Westlake Schools To Devonport,3,,RTH,01758-20160803113210_v43.25,,017
Avondale College To Forrest Hill,3,,RTH,05658-20160803113210_v43.25,,056
Rosebank Rd To Midtown,3,,NZBGW,22101-20160729161628_v43.23,,221
Carmel College And Westlake Girls To Glenfield,3,,NZBNS,04652-20160729161628_v43.23,,046
Britomart To Cockle Bay Express,3,,HE,55004-20160803113210_v43.25,,550X
Orewa to Manly shops via HC Station and Silverdale,3,,NZBNS,98103-20160729161628_v43.23,,981
Te Huruhi School To Oneroa,3,,WBC,08754-20160803113210_v43.25,,087
Highbury To Albany Station,3,,RTH,55502-20160803113210_v43.25,,555
Mt Wellington To Britomart Via Mt Wellington Hwy,3,,NZBWP,52201-20160729161628_v43.23,,522
Massey West To Hobsonville Primary,3,,RTH,00153-20160729161628_v43.23,,001
Civic Centre To May Rd Via Flyover,3,,NZBML,25504-20160729161628_v43.23,,255
Devonport To Takapuna Via Narrow Neck (N),3,,NZBNS,81301-20160803113210_v43.25,,813
Civic Centre To Blockhouse Bay,3,,NZBML,25802-20160803113210_v43.25,,258
Pine Harbour To Auckland,4,,PHH,99011-20160803113210_v43.25,,PINE
Britomart To Glendowie North Via Tamaki Dr,3,,NZBML,76902-20160729161628_v43.23,,769
Kohimarama To Epsom Schools,3,,NZBML,01757-20160729161628_v43.23,,017
Castor Bay To Campbells Bay Primary,3,,NZBNS,04253-20160729161628_v43.23,,042
Unsworth To Westlake Schools,3,,NZBNS,05353-20160803113210_v43.25,,053
St Josephs School To Takapuna Via Milford And Crown Hill,3,,RTH,02258-20160803113210_v43.25,,022
Britomart To Mt Wellington Via Ruawai Rd And Panama Rd,3,,NZBWP,51202-20160729161628_v43.23,,512
Stanmore Bay To Long Bay,3,,BAYES,02755-20160729161628_v43.23,,027
Dannemora To Somerville Intermediate,3,,HE,31755-20160803113210_v43.25,,317
Waikowhai To Britomart,3,,NZBML,27701-20160729161628_v43.23,,277
Britomart To Manukau City Centre Via Otara,3,,NZBWP,48702-20160803113210_v43.25,,487
Mayoral Dr To Long Bay Via Crown Hill,3,,NZBNS,83902-20160729161628_v43.23,,839
Civic Centre To Blockhouse Bay Express,3,,NZBML,25800-20160729161628_v43.23,,258X
Kingsway School To Glenfield,3,,BAYES,01162-20160729161628_v43.23,,011
City Centre To Mt Albert Vi Sandringham And BlockhouseBay,3,,NZBML,52204-20160803113210_v43.25,,N24
City Centre To Henderson Via Glendene,3,,NZBGW,11502-20160729161628_v43.23,,115
New Lynn To Midtown Via Blockhouse Bay And Sandringham Rd,3,,NZBML,24901-20160729161628_v43.23,,249
Britomart To Manukau City Centre Via Mangere Town Centre,3,,NZBWP,32802-20160729161628_v43.23,,328
Midtown To Henderson Via St Lukes And New Lynn,3,,NZBGW,22402-20160803113210_v43.25,,224
Beach Haven To Takapuna Via Hospital,3,,BTL,97603-20160803113210_v43.25,,976
Civic Centre To Lynfield Express,3,,NZBML,26700-20160729161628_v43.23,,267X
Mt Wellington To Britomart Via Carbine Rd,3,,NZBWP,53201-20160803113210_v43.25,,532
Orewa to Gulf Harbour via HC Station and Silverdale,3,,NZBNS,98201-20160803113210_v43.25,,982
Britomart To Cockle Bay Express,3,,HE,55004-20160729161628_v43.23,,550X
Manukau City Centre To Weymouth,3,,NZBWP,45502-20160803113210_v43.25,,455
Britomart to HC Station via all Busway Stations (S),3,,RTH,10008-20160729161628_v43.23,,NEX
Mt Wellington To Britomart Via Ruawai Road And Ellerslie,3,,NZBWP,50201-20160729161628_v43.23,,502
City Centre To Orakei V Remuera GlenInnes And StHeliers,3,,NZBML,52602-20160803113210_v43.25,,N62
Onetangi Direct To Matiatia Wharf,3,,WBC,00401-20160729161628_v43.23,,4
City Centre To Ranui Via New Lynn,3,,NZBGW,13602-20160803113210_v43.25,,136
Torbay To Albany Station,3,,NZBNS,88201-20160803113210_v43.25,,882
Downtown To Sacred Heart College,3,,HE,01755-20160803113210_v43.25,,017
Bayswater To Auckland Via Northcote Point and Birkenhead,4,,FGL,90013-20160729161628_v43.23,,BAYS
Outer Link Newmarket To CBD Clockwise,3,,NZBML,73110-20160803113210_v43.25,,OUT
New Lynn To Sturges Rd Via Sunnyvale,3,,NZBGW,14902-20160729161628_v43.23,,149
Newmarket To St Heliers Via Kohimarama,3,,NZBML,77002-20160803113210_v43.25,,770
Farm Cove Intermediate To Botany Downs,3,,HE,32452-20160803113210_v43.25,,324
Bayview To Midtown,3,,BTL,95501-20160803113210_v43.25,,955
Midtown To New Lynn Via Sandringham Rd and Blockhouse Bay,3,,NZBML,24902-20160729161628_v43.23,,249
Blockhouse Bay To Midtown Express Via New Windsor,3,,NZBML,24803-20160803113210_v43.25,,248X
Waiheke High School To Rocky Bay,3,,WBC,08854-20160729161628_v43.23,,088
City Centre To Orakei V Remuera GlenInnes And StHeliers (S),3,,NZBML,52604-20160729161628_v43.23,,N62
St Marys Primary To Beach Haven,3,,BTL,03552-20160803113210_v43.25,,035
Manly shops to Waiwera via HC Station and Silverdale,3,,NZBNS,98102-20160803113210_v43.25,,981
Otahuhu To Britomart Via Bader Dr,3,,NZBWP,35401-20160803113210_v43.25,,354
Henderson To City Centre Via Kelston,3,,NZBGW,11301-20160729161628_v43.23,,113
Albany Primary To Unsworth,3,,RTH,06258-20160803113210_v43.25,,062
Henderson To Westgate,3,,RTH,08008-20160803113210_v43.25,,080
Sylvia Park To New Lynn Via Blockhouse Bay Shops,3,,UE,00905-20160729161628_v43.23,,009
City Centre (Wellesley St) to Waiwera via HC Station,3,,NZBNS,99102-20160803113210_v43.25,,991X
May Rd To Civic Centre,3,,NZBML,25501-20160803113210_v43.25,,255
Panmure To Bucklands Beach,3,,HE,55206-20160803113210_v43.25,,552
Henderson To City Centre Via Glen Eden,3,,NZBGW,15301-20160729161628_v43.23,,153
Whangaparaoa College To Army Bay,3,,BAYES,01958-20160803113210_v43.25,,019
Botany Town Centre To Bucklands Beach Via Highland Park,3,,HE,54501-20160803113210_v43.25,,545
Midtown To New Lynn Express,3,,NZBML,22304-20160729161628_v43.23,,223X
Henderson To City Centre Via Glen Eden,3,,NZBGW,15301-20160803113210_v43.25,,153
Waitakere Schools To Kelston,3,,RTH,03054-20160729161628_v43.23,,030
Birkenhead College To Beach Haven,3,,BTL,00164-20160729161628_v43.23,,001
Mayoral Dr To Takapuna Via Northcote,3,,RTH,92202-20160729161628_v43.23,,922
Smales Rd To Howick College And Somerville Intermediate,3,,HE,32251-20160729161628_v43.23,,322
May Rd To Civic Centre,3,,NZBML,25501-20160729161628_v43.23,,255
Baverstock Rd To Howick Schools,3,,HE,31753-20160803113210_v43.25,,317
Midtown To Rosebank Rd Express,3,,NZBGW,22104-20160729161628_v43.23,,221X
Matiatia Wharf to Waiheke High School,3,,WBC,09051-20160729161628_v43.23,,090
Westgate To Whenuapai Via Hobsonville Wharf,3,,RTH,09308-20160803113210_v43.25,,093
City Centre To Massey Via Te Atatu Peninsula (S),3,,RTH,52507-20160803113210_v43.25,,N05
Manukau City Centre To Otahuhu Via Puhinui,3,,NZBWP,42801-20160729161628_v43.23,,428
Glenfield to Massey University,3,,RTH,56001-20160729161628_v43.23,,560
Ranui To City Centre Via Swanson,3,,NZBGW,13601-20160803113210_v43.25,,136
Avondale College To Titirangi Village,3,,RTH,07256-20160803113210_v43.25,,072
Highland Park To Sancta Maria College,3,,HE,01851-20160803113210_v43.25,,018
Kelston Schools To Parrs Park,3,,RTH,02154-20160803113210_v43.25,,021
Pahurehure To Papakura,3,,NZBWP,47103-20160803113210_v43.25,,471
St Johns School To Pinehill,3,,NZBNS,06056-20160803113210_v43.25,,060
Eastern Beach To Britomart Express Via Tamaki Campus,3,,HE,55301-20160803113210_v43.25,,553X
Avondale College To New Lynn Transport Centre,3,,NZBGW,15654-20160803113210_v43.25,,156
Albany To Westlake Schools,3,,NZBNS,04251-20160803113210_v43.25,,042
Whangaparaoa College To Gulf Harbour School,3,,BAYES,01959-20160803113210_v43.25,,019
Selwyn College To Remuera,3,,NZBML,04554-20160729161628_v43.23,,045
Britomart To Manukau City Via Middlemore Hospital,3,,NZBWP,44702-20160803113210_v43.25,,447
Cockle Bay To Britomart Via Botany Town Centre,3,,HE,50101-20160803113210_v43.25,,501
International Airport To Downtown Via Dominion Rd,3,,ABEXP,30007-20160803113210_v43.25,,SKY
Belmont Intermediate To Devonport,3,,RTH,08452-20160729161628_v43.23,,084
Greenhithe To Albany Junior High (Express),3,,RTH,11657-20160729161628_v43.23,,116X
Whenuapai To Westgate,3,,RTH,09301-20160729161628_v43.23,,093
Albany Station To Highbury,3,,RTH,55501-20160729161628_v43.23,,555
Howick To Manukau City Centre Via Botany Town Centre,3,,HE,58002-20160729161628_v43.23,,580
Mayoral Dr To Unsworth Heights Express,3,,RTH,90002-20160729161628_v43.23,,900X
Panmure To Britomart Via Glen Innes And Mission Bay,3,,NZBML,75601-20160729161628_v43.23,,756
Mt Roskill To Remuera Schools,3,,NZBML,03151-20160729161628_v43.23,,031
Britomart Train Station to Onehunga Train Station,2,,AM,40028-20160729161628_v43.23,,ONE
Panmure To Britomart Via Glen Innes And Mission Bay,3,,NZBML,75601-20160803113210_v43.25,,756
Westlake Schools To Glenfield,3,,NZBNS,05754-20160803113210_v43.25,,057
Manukau City Centre To Clendon,3,,NZBWP,45402-20160803113210_v43.25,,454
Pt Chevalier To St Marys College,3,,NZBML,09551-20160803113210_v43.25,,095
Britomart To Remuera Via Portland Rd,3,,NZBML,70304-20160729161628_v43.23,,703
Remuera Schools To Mangere,3,,NZBML,04656-20160803113210_v43.25,,046
French Bay To Glen Eden Intermediate,3,,RTH,02551-20160803113210_v43.25,,025
Britomart To Pahurehure,3,,NZBWP,47102-20160729161628_v43.23,,471
Manukau City To Britomart Via Middlemore Hospital,3,,NZBWP,44701-20160803113210_v43.25,,447
Sturges Road to New Lynn,3,,NZBGW,14901-20160729161628_v43.23,,149
Glenfield To Takapuna Via Unsworth Heights,3,,RTH,90503-20160729161628_v43.23,,905
Orewa College to Army Bay,3,,BAYES,00454-20160803113210_v43.25,,004
Botany Town Centre To Farm Cove Intermediate,3,,HE,05653-20160729161628_v43.23,,056
Northcote College To Wairau Rd,3,,BTL,01554-20160729161628_v43.23,,015
St Heliers To Baradene College,3,,NZBML,02157-20160803113210_v43.25,,021
Rocky Bay To Matiatia Via Onetangi and Ostend,3,,WBC,00301-20160803113210_v43.25,,3
Cockle Bay To Britomart Express,3,,HE,55003-20160729161628_v43.23,,550X
Unsworth Heights To Mayoral Dr Express,3,,RTH,90001-20160803113210_v43.25,,900X
Glen Innes Centre To Britomart Via Mission Bay,3,,NZBML,74501-20160803113210_v43.25,,745
Favona To Onehunga Schools,3,,NZBML,05851-20160729161628_v43.23,,058
Westgate To City Centre Via Massey East and Lincoln Rd,3,,RTH,09101-20160729161628_v43.23,,091
Britomart Train Station to Onehunga Train Station,2,,AM,40026-20160729161628_v43.23,,ONE
Owairoa Primary To Botany,3,,HE,31454-20160729161628_v43.23,,314
Henderson To Te Atatu Full Loop,3,,NZBGW,04903-20160803113210_v43.25,,049
Mission Bay To Epsom Schools,3,,NZBML,01957-20160803113210_v43.25,,019
Howick To Sacred Heart College,3,,HE,01651-20160729161628_v43.23,,016
Farm Cove Intermediate To Golflands,3,,HE,07852-20160803113210_v43.25,,078
City Centre To Papatoetoe Via Onehunga And Mangere (S),3,,NZBWP,52303-20160729161628_v43.23,,N31
Lynfield To Civic Centre Express,3,,NZBML,26709-20160729161628_v43.23,,267X
Takapuna To Verrans Corner Via Highbury Shops,3,,BTL,97602-20160729161628_v43.23,,976
Avondale College To New Lynn Transport Centre,3,,NZBGW,15654-20160729161628_v43.23,,156
Royal Oak Intermediate To Onehunga,3,,NZBML,00456-20160803113210_v43.25,,004
Highbury To Midtown,3,,BTL,97307-20160729161628_v43.23,,973
Rocky Bay To Waiheke Schools,3,,WBC,09751-20160803113210_v43.25,,097
Westgate To City Centre via Waimumu Road,3,,RTH,07001-20160803113210_v43.25,,070
Britomart Train Station to Manukau Train Station,2,,AM,50092-20160803113210_v43.25,,EAST
St Marys College To City Centre,3,,NZBML,01262-20160729161628_v43.23,,012
Hobsonville To Westgate,3,,RTH,09205-20160729161628_v43.23,,092
Long Bay To Mayoral Dr,3,,NZBNS,85801-20160729161628_v43.23,,858
Mt Wellington To Britomart Via Mt Wellington Hwy,3,,NZBWP,52201-20160803113210_v43.25,,522
Sancta Maria College To Botany Downs,3,,HE,08952-20160729161628_v43.23,,089
Britomart To Drury Via Great South Rd. (S),3,,NZBWP,47110-20160803113210_v43.25,,471
Weymouth And Wattle Downs To Manurewa High,3,,MSB,00453-20160803113210_v43.25,,004
New Lynn Loop,3,,UE,18601-20160729161628_v43.23,,186
Manukau City Centre To Britomart Express Via Otara,3,,NZBWP,48707-20160803113210_v43.25,,487X
Britomart To Glendowie North Via Tamaki Dr,3,,NZBML,76902-20160803113210_v43.25,,769
Onehunga to St Lukes,3,,NZBML,01101-20160729161628_v43.23,,011
Swanson To New Lynn,3,,NZBGW,13503-20160803113210_v43.25,,135
Britomart To North Park Express,3,,HE,55104-20160729161628_v43.23,,551X
Britomart To Otahuhu Via Mangere Town Centre,3,,NZBWP,33402-20160803113210_v43.25,,334
Stanmore Bay To Long Bay,3,,BAYES,02755-20160803113210_v43.25,,027
Farm Cove Int And St Marks To Pakuranga Plaza,3,,HE,08552-20160803113210_v43.25,,085
Unsworth Heights To Mayoral Dr Express,3,,RTH,90001-20160729161628_v43.23,,900X
Swanson Train Station to Britomart Train Station,2,,AM,10213-20160729161628_v43.23,,WEST
Botany Downs To Sacred Heart College,3,,HE,01451-20160803113210_v43.25,,014
Sacred Heart College To Parnell,3,,HE,01756-20160803113210_v43.25,,017
Te Atatu Peninsula To New Lynn,3,,NZBGW,12101-20160803113210_v43.25,,121
Westgate To Mayoral Dr Express Via Greenhithe,3,,RTH,95603-20160803113210_v43.25,,956
Papakura To De La Salle College,3,,NZBWP,05953-20160729161628_v43.23,,059
Manukau Station To Howick Via Botany Town Centre,3,,HE,58001-20160803113210_v43.25,,580
Botany Downs To Epsom Schools,3,,HE,01051-20160729161628_v43.23,,010
Waitakere Schools To Te Atatu South,3,,RTH,04052-20160803113210_v43.25,,040
Onetangi To Matiatia Wharf via Jellicoe Parade,3,,WBC,00109-20160803113210_v43.25,,1
Bayswater To Takapuna Via Francis St and Milford,3,,RTH,80405-20160729161628_v43.23,,804
Hobsonville To Auckland,4,,360D,96013-20160729161628_v43.23,,HOBS
De La Salle College To Otara,3,,NZBWP,04654-20160803113210_v43.25,,046
Civic Centre To Takapuna And East Coast Bays,3,,NZBNS,52803-20160803113210_v43.25,,N83
Epsom Girls Grammar to Waikowhai,3,,NZBML,03252-20160803113210_v43.25,,032
City Centre To Mt Albert V Sandringham And BlockhouseBay (S),3,,NZBML,52208-20160729161628_v43.23,,N24
Civic Centre To Lynfield Via Waikowhai,3,,NZBML,29902-20160803113210_v43.25,,299
Beach Haven To Takapuna Via Birkdale Rd,3,,BTL,97501-20160729161628_v43.23,,975
Midtown To New Lynn Via Sandringham Rd (4-6pm),3,,NZBML,24304-20160729161628_v43.23,,243
City Centre To Ranui,3,,NZBGW,08702-20160729161628_v43.23,,087
Birkenhead To Auckland,4,,FGL,91013-20160729161628_v43.23,,BIRK
"HC Station to Albany Station via Dairy Flat Highway, Massey",3,,NZBNS,98601-20160803113210_v43.25,,986
Lynfield To Civic Centre,3,,NZBML,26701-20160729161628_v43.23,,267
Howick Intermediate To Botany Downs,3,,HE,32352-20160729161628_v43.23,,323
Gulf Harbour To Auckland,4,,360D,93011-20160803113210_v43.25,,GULF
St Peters College To Papakura,3,,NZBWP,05352-20160803113210_v43.25,,053
Henderson To City Centre Express Via Glendene,3,,NZBGW,11011-20160729161628_v43.23,,11X
Glen Innes Express To Britomart,3,,NZBML,71503-20160803113210_v43.25,,715X
Bayswater To Westlake Schools,3,,RTH,01751-20160729161628_v43.23,,017
New Lynn To Forrest Hill Rd Via Glen Eden,3,,NZBGW,15602-20160729161628_v43.23,,156
Orakei Primary To Kohimarama,3,,NZBML,00856-20160803113210_v43.25,,008
Britomart To Otahuhu Via Mangere Town Centre.,3,,NZBWP,35402-20160803113210_v43.25,,354
McAuley High To Papakura,3,,NZBWP,05552-20160803113210_v43.25,,055
Waiwera to Manly shops via HC Station and Silverdale,3,,NZBNS,98101-20160803113210_v43.25,,981
Manukau City Centre To Britomart,3,,NZBWP,48701-20160803113210_v43.25,,487
Matiatia Wharf To Onetangi Via Seaview Rd,3,,WBC,00106-20160803113210_v43.25,,1A
Papakura To Britomart Express Via East Tamaki Rd.,3,,NZBWP,47005-20160803113210_v43.25,,470X
Ostend To Matiatia Wharf,3,,WBC,00101-20160729161628_v43.23,,1
Britomart To Papakura Express Via Redoubt Rd.,3,,NZBWP,47006-20160729161628_v43.23,,470X
Long Bay To Mayoral Dr Express Via Albany Station,3,,NZBNS,87003-20160729161628_v43.23,,87X
Onetangi To Matiatia Wharf,3,,WBC,00103-20160803113210_v43.25,,1
Wesley To Midtown,3,,NZBML,24601-20160729161628_v43.23,,246
Mayoral Dr To Browns Bay,3,,NZBNS,87502-20160803113210_v43.25,,875
KingsWay School To East Coast Rd,3,,BAYES,00862-20160803113210_v43.25,,008
Laingholm To City Centre Express,3,,RTH,17103-20160803113210_v43.25,,171X
Seventh Day Adventist Primary To Papatoetoe,3,,NZBWP,05156-20160729161628_v43.23,,051
Britomart To Westmere Via Wellington St,3,,NZBML,02002-20160729161628_v43.23,,020
Matiatia Wharf To Rocky Bay Via Ostend & Onetangi,3,,WBC,00302-20160729161628_v43.23,,3
Papakura To Pukekohe,3,,NZBWP,47502-20160729161628_v43.23,,475
Bayswater To Auckland,4,,FGL,90011-20160803113210_v43.25,,BAYS
Mangere Town Centre To Onehunga,3,,NZBML,30505-20160729161628_v43.23,,305
East Coast Rd To Kingsway School,3,,BAYES,00859-20160803113210_v43.25,,008
Britomart To Eastridge,3,,NZBML,71302-20160729161628_v43.23,,713
Sylvia Park Train Station to Britomart Train Station,2,,AM,50081-20160729161628_v43.23,,EAST
City Centre To Westgate Via Massey East,3,,RTH,09002-20160729161628_v43.23,,090
Orewa To Rosmini College And Westlake Boys,3,,NZBNS,04653-20160803113210_v43.25,,046
Henderson To City Centre Via Kelston,3,,NZBGW,11301-20160803113210_v43.25,,113
Mt Wellington To Britomart Via Panmure Town Centre,3,,NZBWP,52203-20160803113210_v43.25,,522
Britomart To Upland Rd Via Parnell And Remuera Rd,3,,NZBML,64302-20160803113210_v43.25,,643
Britomart To Mt Wellington Via Ellerslie And Ruawai Rd,3,,NZBWP,50202-20160729161628_v43.23,,502
Britomart To Mission Heights Via Botany Town Centre,3,,HE,50002-20160803113210_v43.25,,500
Britomart Train Station to Sylvia Park Train Station,2,,AM,50080-20160803113210_v43.25,,EAST
Wattle Downs To Rosehill Schools,3,,NZBWP,05651-20160729161628_v43.23,,056
Inner Link Clockwise,3,,NZBML,79902-20160729161628_v43.23,,INN
Westgate To Henderson Via Massey East,3,,RTH,09005-20160729161628_v43.23,,090
Gulf Harbour To Stella Maris School,3,,BAYES,02251-20160803113210_v43.25,,022
Redcastle Dr To Howick Schools,3,,HE,31757-20160729161628_v43.23,,317
Baverstock Rd To Howick Schools,3,,HE,31753-20160729161628_v43.23,,317
Britomart To Bucklands Beach Via Newmarket And Half Moon Bay,3,,HE,55204-20160803113210_v43.25,,552
City Centre To Te Atatu South Via New Lynn And Henderson (S),3,,NZBML,52105-20160803113210_v43.25,,N13
Manukau City To Britomart Via Mangere Town Centre,3,,NZBWP,32701-20160729161628_v43.23,,327
Papakura Train Station to Britomart Train Station,2,,AM,20167-20160729161628_v43.23,,STH
Henderson To Takapuna,3,,RTH,13004-20160803113210_v43.25,,130
Sylvan Ave To Mayoral Dr,3,,RTH,92003-20160729161628_v43.23,,920
Pukekohe To Papakura,3,,NZBWP,47503-20160803113210_v43.25,,475
Somerville Intermediate To Golflands,3,,HE,31452-20160729161628_v43.23,,314
Swanson To City Centre,3,,NZBGW,08501-20160803113210_v43.25,,085
Auckland Grammar To Manukau City Centre Via Flat Bush,3,,NZBWP,45712-20160729161628_v43.23,,457
Onetangi To Matiatia Wharf,3,,WBC,00103-20160729161628_v43.23,,1
Sacred Heart College To Remuera,3,,HE,02054-20160729161628_v43.23,,020
Westlake Schools To Rothesay Bay,3,,NZBNS,02954-20160729161628_v43.23,,029
Forrest Hill Rd To New Lynn Via Glen Eden,3,,NZBGW,15601-20160729161628_v43.23,,156
Totara Vale to Westlake Schools Via Sunnynook,3,,NZBNS,05453-20160803113210_v43.25,,054
Torbay To Mayoral Dr Express,3,,NZBNS,85003-20160803113210_v43.25,,85X
Fairburn Primary To Seaside Park,3,,NZBWP,40904-20160729161628_v43.23,,409
Papakura Train Station to Britomart Train Station,2,,AM,20163-20160729161628_v43.23,,STH
Downtown To International Airport Via Mt Eden Rd,3,,ABEXP,30004-20160729161628_v43.23,,SKY
McAuley High To Onehunga Via Mangere And Mangere Bridge,3,,NZBWP,03458-20160803113210_v43.25,,034
Ellerslie To Glendowie College,3,,NZBML,07151-20160803113210_v43.25,,071
Greenhithe To Albany Junior High (Express),3,,RTH,11657-20160803113210_v43.25,,116X
Civic Centre To Lynfield Via Flyover,3,,NZBML,26704-20160729161628_v43.23,,267
Outer Link St Lukes To CBD Anticlockwise,3,,NZBML,72107-20160803113210_v43.25,,OUT
Rangitoto College To Orewa,3,,BAYES,02560-20160729161628_v43.23,,025
Albany Junior High To Greenhithe (Express),3,,RTH,11654-20160729161628_v43.23,,116X
Rangitoto College To Browns Bay Shops,3,,NZBNS,05954-20160803113210_v43.25,,059
New Lynn To Patiki Rd Via Rosebank Rd,3,,NZBGW,10201-20160729161628_v43.23,,102
Britomart To Mt Wellington Via Panmure And Carbine Rd,3,,NZBWP,53204-20160803113210_v43.25,,532
Pt Chevalier To St Heliers Via Selwyn Village And Hospital,3,,NZBML,00708-20160729161628_v43.23,,007
Onehunga Train Station to Britomart Train Station,2,,AM,40023-20160803113210_v43.25,,ONE
Midtown To Glenfield Mall,3,,BTL,95002-20160803113210_v43.25,,950
St Marys Primary To Bayview,3,,BTL,03654-20160729161628_v43.23,,036
Midtown To St Lukes,3,,NZBGW,22002-20160729161628_v43.23,,220
Papatoetoe Intermediate To Puhinui,3,,NZBWP,02652-20160729161628_v43.23,,028
Britomart To Red Hill,3,,NZBWP,47202-20160803113210_v43.25,,472
Newmarket To Lucerne Rd Via Benson Rd,3,,NZBML,60504-20160803113210_v43.25,,605
Onehunga To Otahuhu Via Massey Rd,3,,NZBWP,33408-20160729161628_v43.23,,334
Baradene College To Bucklands Beach,3,,HE,01152-20160729161628_v43.23,,011
Glendowie College To Ellerslie,3,,NZBML,07154-20160803113210_v43.25,,071
Bayview To Westlake Schools,3,,BTL,00857-20160729161628_v43.23,,008
Devonport To Auckland,4,,FGL,92011-20160803113210_v43.25,,DEV
Orewa College to Army Bay,3,,BAYES,00454-20160729161628_v43.23,,004
Cockle Bay To Britomart Express,3,,HE,55003-20160803113210_v43.25,,550X
Remuera Intermediate To Kohimarama,3,,NZBML,05652-20160729161628_v43.23,,056
Alfriston Sch to Flat Bush and Alfrsiton Col to Takanini,3,,MSB,00362-20160803113210_v43.25,,003
One Tree Hill College To Otahuhu Transport Centre,3,,NZBML,06752-20160803113210_v43.25,,067
Waiheke High School To Rocky Bay,3,,WBC,08854-20160803113210_v43.25,,088
Albany Schools to Meadowood,3,,RTH,06058-20160803113210_v43.25,,060
City Centre To Henderson Via Kelston,3,,NZBGW,11302-20160729161628_v43.23,,113
City Centre To Orakei V Remuera GlenInnes And StHeliers,3,,NZBML,52602-20160729161628_v43.23,,N62
Albany Station To Highbury,3,,RTH,55501-20160803113210_v43.25,,555
New Lynn To Henderson Via Great North Rd,3,,NZBGW,11304-20160803113210_v43.25,,113
International Airport To Downtown Via Dominion Rd,3,,ABEXP,30007-20160729161628_v43.23,,SKY
Takapuna To Long Bay Via Forrest Hill,3,,NZBNS,87904-20160729161628_v43.23,,879
Puhinui To Papatoetoe Schools,3,,NZBWP,02953-20160803113210_v43.25,,029
Macleans College To Bucklands Beach,3,,HE,32652-20160729161628_v43.23,,326
Britomart To Glen Innes Via Khyber Pass Rd And Remuera Rd,3,,NZBML,62502-20160729161628_v43.23,,625
Midtown To New Lynn Via Sandringham Road And St Lukes,3,,NZBML,23302-20160729161628_v43.23,,233
Otahuhu To Manukau City Centre Via Puhinui,3,,NZBWP,42804-20160729161628_v43.23,,428
Aviemore Dr To Burswood,3,,HE,31952-20160729161628_v43.23,,319
Red Hill And Papakura To Britomart Express,3,,NZBWP,47203-20160803113210_v43.25,,472X
Long Bay To Constellation Station Via Browns Bay,3,,RTH,88601-20160803113210_v43.25,,886
Manukau Station To Howick Intermediate,3,,HE,58003-20160729161628_v43.23,,580
Britomart To Manukau City Centre Via Otara And Flat Bush,3,,NZBWP,49702-20160729161628_v43.23,,497
Golflands To Farm Cove Intermediate,3,,HE,07851-20160729161628_v43.23,,078
Mangere Town Centre To Onehunga,3,,NZBML,30505-20160803113210_v43.25,,305
Highbury To Midtown,3,,BTL,97307-20160803113210_v43.25,,973
