route_long_name,route_type,route_text_color,agency_id,route_id,route_color,route_short_name
Onehunga To Civic Centre Express Via One Tree Hill,3,,NZBWP,31001-20160803113210_v43.25,,31X
Remuera Schools To Papakura,3,,NZBWP,05056-20160729161628_v43.23,,050
Baradene College To St Heliers,3,,NZBML,02152-20160803113210_v43.25,,021
Mairangi Bay To Westlake Schools,3,,NZBNS,01455-20160803113210_v43.25,,014
Upper Harbour Primary To Oakway Dr,3,,RTH,07054-20160803113210_v43.25,,070
Britomart To Glen Innes Express Via Upland Rd And Tamaki Dr,3,,NZBML,68502-20160803113210_v43.25,,685X
Mt Wellington To Otahuhu Schools,3,,NZBWP,03553-20160803113210_v43.25,,035
Britomart Train Station to Penrose Train Station,2,,AM,20232-20160729161628_v43.23,,STH
Bucklands Beach To Panmure Via Eastern Beach,3,,HE,55211-20160803113210_v43.25,,552
Campbells Bay To Westlake Schools,3,,NZBNS,05351-20160729161628_v43.23,,053
Alfriston Sch to Flat Bush and Alfrsiton Col to Takanini,3,,MSB,00362-20160729161628_v43.23,,003
Titirangi To City Centre Via Green Bay And New North Rd (N),3,,NZBGW,20911-20160729161628_v43.23,,209
Pukekohe Loop Clockwise,3,,NZBWP,46501-20160803113210_v43.25,,465
Albany Station To Britomart,3,,RTH,10001-20160803113210_v43.25,,NEX
Meadowbank To St Thomas Primary,3,,NZBML,07351-20160729161628_v43.23,,073
City Link To Wynyard Quarter Via Greys Ave,3,,NZBML,79702-20160803113210_v43.25,,CTY
Britomart to HC Station via all Busway Stations,3,,RTH,10004-20160803113210_v43.25,,NEX
Takapuna To Glenfield Via Northcote,3,,RTH,91102-20160729161628_v43.23,,911
Sandringham To Ponsonby Intermediate,3,,NZBGW,01055-20160803113210_v43.25,,010
New Lynn To Midtown Express Via Owairaka,3,,NZBML,24305-20160803113210_v43.25,,243X
Takapuna To Windy Ridge Via North Shore Hospital,3,,NZBNS,91302-20160803113210_v43.25,,913
St Lukes To Midtown,3,,NZBGW,22001-20160803113210_v43.25,,220
Bayview To Takapuna,3,,BTL,91503-20160803113210_v43.25,,915
City Centre To Swanson Via New Lynn,3,,NZBGW,13502-20160803113210_v43.25,,135
Henderson To New Lynn Via Great North Rd,3,,NZBGW,11303-20160803113210_v43.25,,113
Remuera Primary To Ellerslie,3,,NZBML,01954-20160729161628_v43.23,,019
Gulf Harbour To Kingsway School,3,,BAYES,01253-20160729161628_v43.23,,012
Westgate To Te Atatu Peninsula,3,,RTH,08201-20160729161628_v43.23,,082
Airport to Manukau,3,,ATAPT,38006-20160729161628_v43.23,,380
North Park To Britomart Express,3,,HE,55103-20160729161628_v43.23,,551X
Orewa To Stella Maris School Via Hatfields Beach,3,,BAYES,02155-20160803113210_v43.25,,021
Birkenhead College To Beach Haven,3,,BTL,00164-20160803113210_v43.25,,001
Manukau City To Britomart Via Massey Rd,3,,NZBWP,32803-20160729161628_v43.23,,328
Arkles Bay/Manly To Orewa College,3,,BAYES,00551-20160729161628_v43.23,,005
Papatoetoe Town Hall To Papatoetoe Intermediate,3,,NZBWP,02651-20160729161628_v43.23,,026
Torbay To Mayoral Dr,3,,NZBNS,83701-20160729161628_v43.23,,837
Takapuna Grammar To Devonport Via Cheltenham,3,,RTH,08352-20160803113210_v43.25,,083
Manukau City Centre To Manurewa Via The Gardens,3,,HE,46602-20160803113210_v43.25,,466
Rangitoto College To Unsworth Heights,3,,NZBNS,01358-20160803113210_v43.25,,013
St Josephs School To Sunnynook,3,,NZBNS,01456-20160803113210_v43.25,,014
Pt Chevalier To St Marys College,3,,NZBML,09551-20160729161628_v43.23,,095
Symonds St To Onehunga,3,,NZBWP,33002-20160803113210_v43.25,,330
Civic Centre To Te Papapa,3,,NZBML,39202-20160729161628_v43.23,,392
Stanmore Bay to Kingsway School,3,,BAYES,01355-20160803113210_v43.25,,013
Westlake Schools To Glenfield.,3,,NZBNS,00958-20160729161628_v43.23,,009
Royal Oak Intermediate To Favona,3,,NZBML,00162-20160729161628_v43.23,,001
Albany Senior High To Greenhithe (Express),3,,RTH,11656-20160729161628_v43.23,,116X
Westlake Schools To Glenfield Shops,3,,NZBNS,07452-20160729161628_v43.23,,074
Cockle Bay To Britomart Via Newmarket,3,,HE,55001-20160729161628_v43.23,,550
Milford To East Coast Bays Schools,3,,NZBNS,02753-20160729161628_v43.23,,027
Midtown To New Lynn Via Sandringham Rd and St Lukes (4-6pm),3,,NZBML,23304-20160729161628_v43.23,,233
Papakura Train Station to Britomart Train Station,2,,AM,20173-20160803113210_v43.25,,STH
Takapuna To Glenfield,3,,BTL,91506-20160729161628_v43.23,,915
Patiki Rd To New Lynn Via Rosebank Rd,3,,NZBGW,10202-20160729161628_v43.23,,102
Te Atatu Peninsula To City Centre,3,,NZBGW,04801-20160803113210_v43.25,,048
Ascot Park To Otahuhu,3,,NZBWP,33202-20160803113210_v43.25,,332
Mangere Bridge Shops To Holy Cross School (Papatoetoe),3,,NZBWP,00351-20160729161628_v43.23,,003
Britomart To Otahuhu Flyer Via Mt Wellington Hwy,3,,NZBWP,52004-20160729161628_v43.23,,52F
Albany Station To Takapuna,3,,NZBNS,89101-20160803113210_v43.25,,891
St Heliers To Epsom Schools Via Glendowie,3,,NZBML,01551-20160803113210_v43.25,,015
Papatoetoe To Britomart Via Mangere Town Centre,3,,NZBWP,32401-20160803113210_v43.25,,324
Birkdale Intermediate To Beach Haven,3,,BTL,02356-20160729161628_v43.23,,023
Mangere Town Centre To Civic Centre Via Onehunga,3,,NZBML,30501-20160729161628_v43.23,,305
Sturges Road To City Centre Via Sunnyvale,3,,NZBGW,07901-20160803113210_v43.25,,079
Panmure To Britomart Via Glen Innes,3,,NZBML,71601-20160729161628_v43.23,,716
Westlake Boys To Browns Bay,3,,NZBNS,03254-20160729161628_v43.23,,032
Takapuna To Mayoral Dr Via Northcote,3,,RTH,92203-20160803113210_v43.25,,922
Civic Centre To Blockhouse Bay Express,3,,NZBML,25800-20160803113210_v43.25,,258X
Midtown To New Lynn Via Sandringham Road And St Lukes,3,,NZBML,23302-20160803113210_v43.25,,233
New Lynn To Midtown,3,,NZBGW,22301-20160729161628_v43.23,,223
Browns Bay To Mayoral Dr Via Crown Hill,3,,NZBNS,83401-20160729161628_v43.23,,834
Constellation Station To Akoranga Station Via Takapuna,3,,NZBNS,84301-20160729161628_v43.23,,843
North Park To Britomart Via Newmarket,3,,HE,55101-20160729161628_v43.23,,551
City Centre To Mt Albert Vi Sandringham And BlockhouseBay,3,,NZBML,52204-20160729161628_v43.23,,N24
City Centre To Henderson Express Via Glendene,3,,NZBGW,11012-20160803113210_v43.25,,11X
Unsworth To Albany Primary,3,,RTH,06259-20160803113210_v43.25,,062
Britomart To Glen Innes Via Parnell And Remuera Rd,3,,NZBML,64502-20160729161628_v43.23,,645
Drury To Remuera Schools,3,,NZBWP,05055-20160729161628_v43.23,,050
Stanmore Bay to Kingsway School,3,,BAYES,01355-20160729161628_v43.23,,013
St Marys College To Pt Chevalier,3,,NZBWP,09552-20160803113210_v43.25,,095
Waiheke Island To Auckland Via Devonport (Pier 2),4,,FGL,98017-20160729161628_v43.23,,MTIA
Botany Town Centre To Britomart Via Ti Rakau Dr,3,,HE,50005-20160729161628_v43.23,,500
Civic Centre To May Rd Via Flyover,3,,NZBML,25504-20160803113210_v43.25,,255
Mt Wellington To Britomart Via Ruawai Road And Ellerslie,3,,NZBWP,50201-20160803113210_v43.25,,502
Panmure To Onehunga Via Otahuhu And Mangere,3,,NZBWP,35901-20160803113210_v43.25,,359
Long Bay To Mayoral Dr Express,3,,NZBNS,76003-20160803113210_v43.25,,76X
Army Bay To Orewa College,3,,BAYES,00451-20160729161628_v43.23,,004
Midtown To Beach Haven Via Rangatira Rd (S),3,,BTL,97306-20160729161628_v43.23,,973
Airport To 380 Queen St Via Dominion Rd,3,,ABEXP,30011-20160803113210_v43.25,,SKY
City Centre To Pt Chevalier Via Williamson Ave,3,,NZBML,03006-20160729161628_v43.23,,030
St Heliers To Pt Chevalier Via Selwyn Village,3,,NZBML,00703-20160803113210_v43.25,,007
Midtown To New Lynn,3,,NZBGW,22302-20160729161628_v43.23,,223
City Centre To Massey Via Te Atatu Peninsula,3,,RTH,52505-20160803113210_v43.25,,N05
St Lukes To Midtown,3,,NZBGW,22001-20160729161628_v43.23,,220
Orewa Schools To Hatfields Beach,3,,BAYES,00256-20160803113210_v43.25,,002
Otahuhu To Civic Centre Via Favona,3,,NZBML,30401-20160729161628_v43.23,,304
Inner Link Anticlockwise,3,,NZBML,79801-20160803113210_v43.25,,INN
Auckland Grammar To St Heliers Via Mission Bay,3,,NZBML,77104-20160729161628_v43.23,,771
Papakura Interchange To Waiuku,3,,NZBWP,47902-20160729161628_v43.23,,479
New Lynn To Midtown Via Sandringham Road And St Lukes,3,,NZBML,23301-20160803113210_v43.25,,233
City Centre To Papatoetoe Via Onehunga And Mangere,3,,NZBWP,52301-20160803113210_v43.25,,N31
Te Huruhi School & Waiheke Primary To Piemelon Bay Rd,3,,WBC,09554-20160729161628_v43.23,,095
Puhinui To Auckland Girls Grammar,3,,NZBWP,06053-20160803113210_v43.25,,060
Papakura Train Station to Pukekohe Train Station,2,,AM,30112-20160729161628_v43.23,,PUK
Hobsonville Point Wharf To Westgate,3,,RTH,09207-20160729161628_v43.23,,092
Carmel College To Totara Vale,3,,NZBNS,05654-20160729161628_v43.23,,056
Westlake Schools To Albany,3,,NZBNS,04256-20160729161628_v43.23,,042
Britomart To Three Kings,3,,NZBML,27402-20160729161628_v43.23,,274
Auckland To West Harbour,4,,BFL,99512-20160729161628_v43.23,,WSTH
Whenuapai To Westgate Via Hobsonville Wharf,3,,RTH,09307-20160803113210_v43.25,,093
Onehunga To Wynyard Quarter Via Unitec,3,,NZBML,01001-20160729161628_v43.23,,010
St Johns Schools To Forrest Hill,3,,NZBNS,03156-20160729161628_v43.23,,031
Britomart To Albany Station (S),3,,RTH,10006-20160803113210_v43.25,,NEX
Britomart To Otahuhu Via Massey Rd,3,,NZBWP,33404-20160729161628_v43.23,,334
Hibiscus Coast Station to Britomart (Morning Peak),3,,RTH,10005-20160803113210_v43.25,,NEX
New Lynn To Midtown Via Sandringham Road And St Lukes,3,,NZBML,23301-20160729161628_v43.23,,233
Midtown To Blockhouse Bay Express Via New Windsor,3,,NZBML,24804-20160729161628_v43.23,,248X
Rangitoto College To Unsworth Heights,3,,NZBNS,01358-20160729161628_v43.23,,013
St Ignatius School To Glendowie,3,,NZBML,01156-20160803113210_v43.25,,011
Waitakere Schools To Kelston,3,,RTH,03054-20160803113210_v43.25,,030
Drury To Britomart Via Pahurehure.,3,,NZBWP,47105-20160803113210_v43.25,,471
Blockhouse Bay To Civic Centre,3,,NZBML,25801-20160803113210_v43.25,,258
Manukau To Airport,3,,ATAPT,38005-20160729161628_v43.23,,380
Sommerville Intermediate To Highland Park,3,,HE,30452-20160803113210_v43.25,,304
Onehunga To Panmure Via Mangere And Otahuhu,3,,NZBWP,35902-20160803113210_v43.25,,359
Mayoral Dr To Westgate Express Via Greenhithe,3,,RTH,95606-20160729161628_v43.23,,956
New Lynn To Midtown not stopping at Richardson Tavern,3,,NZBML,24909-20160803113210_v43.25,,249
Takapuna To Albany Station,3,,NZBNS,89102-20160729161628_v43.23,,891
Mt Wellington To Britomart Via Carbine Rd And Ellerslie,3,,NZBWP,51101-20160729161628_v43.23,,511
Henderson To Westgate Via Massey East,3,,RTH,09006-20160803113210_v43.25,,090
Torbay To Kingsway School,3,,BAYES,00957-20160803113210_v43.25,,009
Swanson Station to Waitakere Station,3,,NZBGW,13902-20160803113210_v43.25,,139
New Lynn To Henderson Via Glen Eden And Rosier Rd,3,,NZBGW,15304-20160729161628_v43.23,,153
Kelston Schools To Te Atatu,3,,RTH,01752-20160729161628_v43.23,,017
City Centre To Westgate Via Don Buck Rd,3,,RTH,08102-20160803113210_v43.25,,081
Takapuna To Bayview,3,,BTL,91504-20160729161628_v43.23,,915
Henderson to City Centre Via Te Atatu Peninsula,3,,NZBGW,04901-20160803113210_v43.25,,049
Britomart To Mangere Town Centre Flyer,3,,NZBWP,29004-20160803113210_v43.25,,29F
Pinehill To Long Bay College,3,,NZBNS,07153-20160803113210_v43.25,,071
Seventh Day Adventist Primary To Mangere Town Centre,3,,NZBWP,00358-20160729161628_v43.23,,003
Onehunga Train Station to Britomart Train Station,2,,AM,40013-20160803113210_v43.25,,ONE
Otahuhu To Ascot Park,3,,NZBWP,33201-20160729161628_v43.23,,332
Mangere Bridge Shops To Seventh Day Adventist Primary,3,,NZBWP,00253-20160729161628_v43.23,,002
Otahuhu Schools To Mt Wellington,3,,NZBWP,01754-20160803113210_v43.25,,017
Papatoetoe To Britomart Via Massey Rd,3,,NZBWP,32403-20160803113210_v43.25,,324
Manukau Centre To Britomart Via Mangere Town Centre,3,,NZBWP,32801-20160729161628_v43.23,,328
Britomart To Manukau City Centre Via Papatoetoe,3,,NZBWP,34802-20160729161628_v43.23,,348
Glen Innes To Britomart Via Meadowbank And Parnell,3,,NZBML,65501-20160803113210_v43.25,,655
Onewa Rd To Westlake Schools,3,,BTL,00955-20160729161628_v43.23,,009
Newmarket To Beach Haven Via Ponsonby,3,,BTL,96602-20160729161628_v43.23,,966
St Heliers To Newmarket Via Kohimarama,3,,NZBML,77001-20160729161628_v43.23,,770
Westgate To Hobsonville Point Wharf,3,,RTH,09208-20160729161628_v43.23,,092
Takapuna To Henderson,3,,RTH,13003-20160729161628_v43.23,,130
Papatoetoe To Onehunga Via Mangere Town Centre,3,,NZBWP,34403-20160803113210_v43.25,,344
St Heliers To Newmarket Via Kohimarama,3,,NZBML,77001-20160803113210_v43.25,,770
Piemelon Bay Rd To Te Huruhi School,3,,WBC,09251-20160729161628_v43.23,,092
New Lynn To Te Atatu Peninsula,3,,NZBGW,12102-20160803113210_v43.25,,121
Silverdale To Whangaparaoa College,3,,BAYES,01761-20160729161628_v43.23,,017
Mairangi Bay To Mayoral Dr Express,3,,NZBNS,86303-20160803113210_v43.25,,863X
Auckland Grammar And St Peters To Lynfield,3,,NZBML,09952-20160729161628_v43.23,,099
Browns Bay To Mayoral Dr,3,,NZBNS,87501-20160803113210_v43.25,,875
Glenfield College To Bayview,3,,BTL,01158-20160803113210_v43.25,,011
City Centre To Glen Eden Express Via Titirangi,3,,NZBGW,17204-20160803113210_v43.25,,172X
Henderson To New Lynn Via Glendene,3,,NZBGW,11503-20160803113210_v43.25,,115
Britomart To Otahuhu Via Glen Innes And Panmure,3,,NZBML,71702-20160729161628_v43.23,,717
Sommerville Intermediate To Highland Park,3,,HE,30452-20160729161628_v43.23,,304
Mcauley High To Flat Bush,3,,NZBWP,02254-20160803113210_v43.25,,022
Ostend To Matiatia Wharf via Jellicoe Parade,3,,WBC,00107-20160803113210_v43.25,,1
International Airport To Downtown Via Mt Eden Rd,3,,ABEXP,30003-20160803113210_v43.25,,SKY
Mangere Town Centre To Civic Centre Express,3,,NZBWP,30503-20160803113210_v43.25,,305X
Onehunga To Civic Centre Express (Campbell Rd Works),3,,NZBWP,31003-20160729161628_v43.23,,31X
Rutherford College To Glendene,3,,RTH,01352-20160729161628_v43.23,,013
Panmure To Bucklands Beach Via Vivian Wilson Dr (S),3,,HE,55212-20160803113210_v43.25,,552
City Centre To Lynfield Via Dominion Rd,3,,NZBML,52206-20160729161628_v43.23,,N26
Manukau City To Britomart Via Massey Rd,3,,NZBWP,32803-20160803113210_v43.25,,328
Takapuna To Long Bay Via Forrest Hill,3,,NZBNS,87904-20160803113210_v43.25,,879
Epsom Girls Grammar To Herne Bay,3,,NZBML,02352-20160803113210_v43.25,,023
380 Queen St To Airport Via Mt Eden Rd,3,,ABEXP,30010-20160729161628_v43.23,,SKY
Waiheke High School To Piemelon Bay Rd,3,,WBC,09652-20160803113210_v43.25,,096
Britomart To Glen Innes Via Orakei,3,,NZBML,71502-20160803113210_v43.25,,715
Royal Oak Intermediate To Mangere,3,,NZBML,00356-20160803113210_v43.25,,003
New Lynn To Remuera Schools Via Titirangi,3,,RTH,00651-20160729161628_v43.23,,006
Helensville To Westgate,3,,RTH,06003-20160803113210_v43.25,,060
Midtown To Constellation Station,3,,BTL,95802-20160729161628_v43.23,,958
Te Atatu Intermediate To Glendene Via Henderson,3,,RTH,02256-20160803113210_v43.25,,022
Britomart To Cockle Bay and Botany Via Newmarket,3,,HE,55006-20160729161628_v43.23,,550
Glenfield to Massey University,3,,RTH,56001-20160803113210_v43.25,,560
Westmere To Britomart Via Wellington St,3,,NZBML,02001-20160729161628_v43.23,,020
Britomart To Albany Station,3,,RTH,10002-20160729161628_v43.23,,NEX
380 Queen St To Airport Via Dominion Rd,3,,ABEXP,30012-20160729161628_v43.23,,SKY
Panmure To Bucklands Beach Via Vivian Wilson Dr,3,,HE,55210-20160729161628_v43.23,,552
Puhinui Train Station to Britomart Train Station,2,,AM,20311-20160803113210_v43.25,,STH
Civic Centre To Onehunga Express Via One Tree Hill,3,,NZBWP,31002-20160803113210_v43.25,,31X
Weymouth And Wattle Downs To Manurewa High,3,,MSB,00453-20160729161628_v43.23,,004
Torbay To Westlake Schools,3,,NZBNS,04155-20160729161628_v43.23,,041
Blockhouse Bay To Civic Centre Express,3,,NZBML,25809-20160803113210_v43.25,,258X
Takapuna Normal Intermediate To Devonport,3,,RTH,08954-20160803113210_v43.25,,089
Macleans College To Dannemora,3,,HE,08252-20160729161628_v43.23,,082
Parrs Park To City Centre Express Via Te Atatu South,3,,NZBGW,07011-20160803113210_v43.25,,07X
Devonport To Belmont Schools Via Cheltenham,3,,RTH,08351-20160803113210_v43.25,,083
Takapuna To Glenfield Via Unsworth Heights,3,,RTH,90504-20160803113210_v43.25,,905
Howick Intermediate To Manukau City Centre,3,,HE,58004-20160803113210_v43.25,,580
Britomart To Manukau City Centre Via Massey Rd,3,,NZBWP,32804-20160803113210_v43.25,,328
Albany Station To Newmarket Via Ponsonby,3,,NZBNS,96201-20160803113210_v43.25,,962
Rangitoto College To Sunnynook,3,,NZBNS,02856-20160803113210_v43.25,,028
Mt Roskill Grammar To Lynfield,3,,NZBML,26752-20160729161628_v43.23,,267
Royal Oak Intermediate To Favona,3,,NZBML,00162-20160803113210_v43.25,,001
Beach Haven To Newmarket Via Ponsonby,3,,BTL,96601-20160729161628_v43.23,,966
Ponsonby Intermediate To Sandringham,3,,NZBGW,01056-20160803113210_v43.25,,010
Upland Rd To Civic Centre Via Lucerne Rd And Benson Rd,3,,NZBML,60601-20160803113210_v43.25,,606
Glenfield To Takapuna Via Northcote,3,,RTH,91103-20160729161628_v43.23,,911
New Lynn Loop,3,,UE,18601-20160803113210_v43.25,,186
Three Kings To Britomart,3,,NZBML,27401-20160729161628_v43.23,,274
Onehunga To Mangere Town Centre,3,,NZBML,30506-20160729161628_v43.23,,305
Blockhouse Bay To Midtown Express Via New Windsor,3,,NZBML,24803-20160729161628_v43.23,,248X
Onetangi To Matiatia Wharf Via Seaview Rd,3,,WBC,00105-20160803113210_v43.25,,1A
Epsom Schools To Glen Innes,3,,NZBML,00956-20160803113210_v43.25,,009
Bayswater To Mayoral Dr Express,3,,RTH,80205-20160729161628_v43.23,,802X
Papakura To De La Salle College,3,,NZBWP,05953-20160803113210_v43.25,,059
Kingsway School To Glenfield,3,,BAYES,01162-20160803113210_v43.25,,011
Long Bay To Stanmore Bay,3,,BAYES,02758-20160729161628_v43.23,,027
Bayswater To Takapuna Via Francis St,3,,RTH,80303-20160803113210_v43.25,,803
Seventh Day Adventist Primary To Mangere Bridge Shops,3,,NZBWP,00458-20160803113210_v43.25,,004
Campbells Bay Primary To Milford,3,,NZBNS,04252-20160729161628_v43.23,,042
Ellerslie Township To Britomart,3,,NZBWP,50203-20160803113210_v43.25,,502
Botany Town Centre To Manurewa East Via Otara And Homai,3,,HE,56801-20160729161628_v43.23,,568
Papatoetoe High To Middlemore,3,,NZBWP,05452-20160803113210_v43.25,,054
Bayswater Wharf To Takapuna,3,,RTH,80305-20160729161628_v43.23,,803
Keri Hill Shoppers Loop.,3,,NZBWP,47802-20160729161628_v43.23,,478
City Centre To Ranui Express,3,,NZBGW,13012-20160803113210_v43.25,,13X
Wattle Downs To Manurewa Interchange,3,,NZBWP,45603-20160803113210_v43.25,,456
St Marys College To City Centre,3,,NZBML,01262-20160803113210_v43.25,,012
Auckland To Bayswater,4,,FGL,90012-20160803113210_v43.25,,BAYS
Epsom Schools To St Heliers Via Orakei,3,,NZBML,00252-20160729161628_v43.23,,002
Takapuna Grammar To Takapuna,3,,NZBNS,81352-20160729161628_v43.23,,813
Gulf Harbour To Kingsway School,3,,BAYES,01253-20160803113210_v43.25,,012
Blockhouse Bay To Civic Centre Via Flyover,3,,NZBML,25803-20160803113210_v43.25,,258
Devonport To Auckland,4,,FGL,92011-20160729161628_v43.23,,DEV
Glenfield Intermediate To Bayview,3,,BTL,01258-20160729161628_v43.23,,012
Albany Loop Anticlockwise,3,,RTH,88001-20160803113210_v43.25,,880
City Centre To Mt Albert V Sandringham And BlockhouseBay (S),3,,NZBML,52208-20160803113210_v43.25,,N24
City Centre To Parrs Park Express Via Te Atatu South,3,,NZBGW,07012-20160803113210_v43.25,,07X
Swanson Train Station to Britomart Train Station,2,,AM,10095-20160729161628_v43.23,,WEST
Highbury To Northcote Point,3,,BTL,96004-20160803113210_v43.25,,960
St Marys College To Pt Chevalier,3,,NZBWP,09552-20160729161628_v43.23,,095
Botany Town Centre To Bucklands Beach Via Highland Park,3,,HE,54501-20160729161628_v43.23,,545
Britomart Train Station to Penrose Train Station,2,,AM,20232-20160803113210_v43.25,,STH
Papatoetoe To Onehunga Via Massey Rd,3,,NZBWP,32405-20160729161628_v43.23,,324
Takapuna To Bayswater Wharf,3,,RTH,80304-20160803113210_v43.25,,803
Civic Centre To Birkenhead Via Beach Haven And Glenfield Rd,3,,BTL,52908-20160803113210_v43.25,,N97
Somerville Intermediate To Kilkenny Dr,3,,HE,31852-20160803113210_v43.25,,318
